Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate
40,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2012,1,Male,83
32,No,Travel_Rarely,Travel_Rarely,Sales,1,4,Medical,1,2013,2,Male,68
39,No,Travel_Rarely,Travel_Rarely,Research & Development,24,1,Life Sciences,1,2014,1,Male,52
38,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Medical,1,2015,2,Female,99
32,No,Travel_Rarely,Travel_Rarely,Sales,1,4,Marketing,1,2016,3,Female,48
37,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2017,3,Female,42
25,No,Travel_Rarely,Travel_Rarely,Sales,8,2,Other,1,2018,1,Female,85
52,No,Non-Travel,Travel_Rarely,Sales,29,4,Life Sciences,1,2019,1,Male,40
44,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,2020,2,Male,42
21,No,Travel_Rarely,Travel_Rarely,Sales,5,1,Medical,1,2021,3,Male,58
39,No,Non-Travel,Travel_Rarely,Research & Development,9,3,Life Sciences,1,2022,4,Male,87
23,Yes,Travel_Frequently,Travel_Rarely,Sales,9,3,Marketing,1,2023,4,Male,33
36,No,Travel_Rarely,Travel_Rarely,Sales,3,3,Medical,1,2024,1,Female,94
36,No,Travel_Frequently,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2025,4,Female,97
56,No,Non-Travel,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2026,3,Male,57
29,Yes,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Medical,1,2027,1,Male,36
42,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2031,1,Male,56
56,Yes,Travel_Rarely,Travel_Rarely,Research & Development,7,2,Technical Degree,1,2032,4,Male,72
41,No,Travel_Rarely,Travel_Rarely,Research & Development,28,4,Life Sciences,1,2034,1,Female,60
34,No,Travel_Rarely,Travel_Rarely,Sales,28,3,Marketing,1,2035,4,Female,95
36,No,Non-Travel,Travel_Rarely,Sales,15,4,Marketing,1,2036,4,Male,88
41,No,Travel_Rarely,Travel_Rarely,Sales,3,3,Life Sciences,1,2037,3,Male,57
32,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Technical Degree,1,2038,4,Male,78
35,No,Travel_Rarely,Travel_Rarely,Human Resources,26,4,Life Sciences,1,2040,3,Female,31
38,No,Travel_Rarely,Travel_Rarely,Sales,10,2,Life Sciences,1,2041,1,Female,100
50,Yes,Travel_Frequently,Travel_Rarely,Sales,1,4,Life Sciences,1,2044,2,Male,94
36,No,Travel_Rarely,Travel_Rarely,Sales,11,4,Marketing,1,2045,2,Female,100
45,No,Travel_Rarely,Travel_Rarely,Sales,20,3,Life Sciences,1,2046,4,Female,50
40,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2048,3,Male,52
35,No,Travel_Frequently,Travel_Rarely,Research & Development,18,4,Life Sciences,1,2049,3,Male,80
40,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Medical,1,2051,3,Female,98
35,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2052,3,Female,62
29,No,Travel_Rarely,Travel_Rarely,Research & Development,13,2,Other,1,2053,4,Male,46
29,No,Travel_Rarely,Travel_Rarely,Research & Development,28,4,Medical,1,2054,4,Female,73
50,Yes,Travel_Rarely,Travel_Rarely,Sales,28,3,Marketing,1,2055,4,Male,39
39,No,Travel_Rarely,Travel_Rarely,Sales,24,1,Marketing,1,2056,2,Female,60
31,No,Non-Travel,Travel_Rarely,Research & Development,5,3,Medical,1,2057,2,Male,74
26,No,Travel_Rarely,Travel_Rarely,Sales,5,3,Other,1,2060,4,Female,30
36,No,Travel_Frequently,Travel_Rarely,Research & Development,23,2,Medical,1,2061,3,Male,41
39,No,Travel_Rarely,Travel_Rarely,Research & Development,6,1,Medical,1,2062,4,Male,42
27,No,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2064,2,Male,87
49,No,Travel_Frequently,Travel_Rarely,Sales,2,3,Medical,1,2065,4,Male,63
34,No,Travel_Rarely,Travel_Rarely,Research & Development,8,3,Medical,1,2068,2,Male,82
