Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,ANOTHER_CATEGORICAL_COLUMN,ANNUAL CTC,ANNUAL SALES 
34,0,Travel_Rarely,704,Sales,28,3,Marketing,4,Female,95,CANTSAY,190000,189934
36,0,Non-Travel,301,Sales,15,4,Marketing,4,Male,88,MAYBE,176000,175934
41,0,Travel_Rarely,930,Sales,3,3,Life Sciences,3,Male,57,YES,114000,113934
32,0,Travel_Rarely,529,Research & Development,2,3,Technical Degree,4,Male,78,NO,156000,155934
35,0,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,3,Female,31,CANTSAY,62000,61934
38,0,Travel_Rarely,345,Sales,10,2,Life Sciences,1,Female,100,MAYBE,200000,199934
50,1,Travel_Frequently,878,Sales,1,4,Life Sciences,2,Male,94,YES,188000,187934
36,0,Travel_Rarely,1120,Sales,11,4,Marketing,2,Female,100,NO,200000,199934
45,0,Travel_Rarely,374,Sales,20,3,Life Sciences,4,Female,50,CANTSAY,100000,99934
40,0,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,3,Male,52,MAYBE,104000,103934
35,0,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,3,Male,80,YES,160000,159934
40,0,Travel_Rarely,1194,Research & Development,2,4,Medical,3,Female,98,NO,196000,195934
35,0,Travel_Rarely,287,Research & Development,1,4,Life Sciences,3,Female,62,CANTSAY,124000,123934
29,0,Travel_Rarely,1378,Research & Development,13,2,Other,4,Male,46,MAYBE,92000,91934
29,0,Travel_Rarely,468,Research & Development,28,4,Medical,4,Female,73,YES,146000,145934
50,1,Travel_Rarely,410,Sales,28,3,Marketing,4,Male,39,NO,78000,77934
39,0,Travel_Rarely,722,Sales,24,1,Marketing,2,Female,60,CANTSAY,120000,119934
31,0,Non-Travel,325,Research & Development,5,3,Medical,2,Male,74,MAYBE,148000,147934
26,0,Travel_Rarely,1167,Sales,5,3,Other,4,Female,30,YES,60000,59934
36,0,Travel_Frequently,884,Research & Development,23,2,Medical,3,Male,41,NO,82000,81934
39,0,Travel_Rarely,613,Research & Development,6,1,Medical,4,Male,42,CANTSAY,84000,83934
27,0,Travel_Rarely,155,Research & Development,4,3,Life Sciences,2,Male,87,MAYBE,174000,173934
49,0,Travel_Frequently,1023,Sales,2,3,Medical,4,Male,63,YES,126000,125934
34,0,Travel_Rarely,628,Research & Development,8,3,Medical,2,Male,82,NO,164000,163934
